Class	Continent1	Continent2	Country1	Country2	Country3	Family	funfact	Genus	git_url	HEIGHT	HEIGHT_IN_INCH	Infraclass	Kingdom	LENGTH	Life Span	name	Order	Phylum	Population size	POPULATION STATUS	Population Trend	SPECIES	SPEED_IN_MPH	Subclass	Subfamily	Subgenus	Suborder	Superorder	TOP SPEED	Tribe	url	WEIGHT	WEIGHT_IN_OZ	WEIGHT_IN_POUND	WINGSPAN
Aves						Diomedeidae	This species is the largest in its genus (Diomedea) and one of the worldâ€™s largest birds.	Diomedea	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Wandering-Albatross.jpg	1 m	42.13-53.15 inches	Neognathae	Animalia	107-135 cm	over 50 yrs	Wandering Albatross	Procellariiformes	Chordata	Unknown	Vulnerable (VU)	Decreasing	Diomedea exulans	78.91 miles/hr	Neornithes	Aegypiinae		Alcedini	Neoaves	127 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/wandering-albatross-19.jpg	5.9-12.7 kg	208.12-447.98 oz	13.01-28.0 pounds	2.5-3.5 m
Aves						Emberizidae	"The Lark bunting, since April 29, 1931, has been Coloradoâ€™s official state bird."	Calamospiza	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Lark-Bunting.jpg	0.7-1.3 m	5.51-7.09 inches	Neognathae	Animalia	14-18 cm	4 yrs	Lark Bunting	Passeriformes	Chordata	603	Least Concern (LC)	Decreasing	Calamospiza melanocorys	50.95 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	82 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/lark-bunting-4.jpg	30-51 g	1.06-1.8 oz	0.07-0.11 pounds	28 cm
Aves						Estrildidae	" The Gouldian finch was described by British ornithological artist John Gould in 1844 as 'Amadina gouldiae', in honor of his wife Elizabeth."	Erythrura	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Gouldian-Finch.jpg	50-60 cm	24.02-45.28 inches	Neognathae	Animalia	125-140 mm	5-9 yrs	Gouldian Finch	Passeriformes	Chordata	"2,400"	Near Threatened (NT)	Stable	Erythrura gouldiae	50.02 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	80.5 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/gouldian-finch-5.jpg	14 g	0.49 oz	0.03 pounds	215-230 cm
Aves						Eurylaimidae	Broadbills love bathing in streams and puddles.	Calyptomena	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Green-Broadbill.jpg	65-76 cm	8.66-9.45 inches	Neognathae	Animalia	22-24 cm	6-19 yrs	Green Broadbill	Passeriformes	Chordata	Unknown	Near Threatened (NT)	Decreasing	Calyptomena viridis	18.64 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	30 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/lesser-green-broadbill-12.jpg	43-73 g	1.52-2.58 oz	0.09-0.16 pounds	17 cm
Aves						Falconidae	" As part of their adaptation to hotter and lower humidity desert climates, the eggs of the Prairie falcon are less porous and retain water better than those of their Peregrine falcon cousins; under these conditions this leads to a higher hatching rate."	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Prairie-Falcon.jpg	60 cm	14.57-18.5 inches	Neognathae	Animalia	37-47 cm	3-25 yrs	Prairie Falcon	Falconiformes	Chordata	36-80 thou	Least Concern (LC)	Increasing	Falco mexicanus	44.74 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	72 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/2mSDdvcUWFAcuakKCRpq.jpg	420-1100 g	14.82-38.8 oz	0.93-2.43 pounds	90-113 cm
Aves						Falconidae	 Bat falcons have a pattern on their head that resembles a hood; this pattern helps to protect their eyes from the sun lights.	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Bat-Falcon.jpg	60 cm	9.06-12.01 inches	Neognathae	Animalia	23-30.5 cm	12-18 yrs	Bat Falcon	Falconiformes	Chordata	"500,000-5 M"	Least Concern (LC)	Decreasing	Falco rufigularis	29.83 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	48 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/falco-rufigularis.jpg	110-240 g	3.88-8.47 oz	0.24-0.53 pounds	56-67 cm
Aves						Falconidae	" For centuries, the gyrfalcon has been valued as a hunting bird."	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Gyrfalcon.jpg	60 cm	18.9-25.59 inches	Neognathae	Animalia	48-65 cm	20 yrs	Gyrfalcon	Falconiformes	Chordata	20-70 thou	Least Concern (LC)	Stable	Falco rusticolus	129.87 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	209 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/PQ8XMpYj4PMaRTvZ8c1r.JPG	"805-2,100 g"	28.4-74.08 oz	1.77-4.63 pounds	110-160 cm
Aves						Falconidae	 Lanner falcons have a binocular vision; they are able to see prey from a great distance and accurately judge distances. The eyesight of these graceful hunters is eight times better than humans.	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Lanner-Falcon.jpg	60 cm	16.93-19.69 inches	Neognathae	Animalia	43-50 cm	15-17 yrs	Lanner Falcon	Falconiformes	Chordata	Unknown	Least Concern (LC)	Increasing	Falco biarmicus	89.48 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	144 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/lanner-falcon-falco-biarmicus-at-kgalagadi-transfrontier-park-northern-cape-south-africa-4.jpg	500-900 g	17.64-31.75 oz	1.1-1.98 pounds	95-105 cm
Aves						Falconidae	" The name ""kestrel"" is derived from the French crÃ©cerelle which is diminutive for crÃ©celle, which also referred to a bell used by lepers. This word first appeared in 1678 in the work of Francis Willughby. The kestrel was once used to drive and keep away pigeons."	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Common-Kestrel.jpg	60 cm	12.6-15.35 inches	Neognathae	Animalia	32-39 cm	15-18 yrs	Common Kestrel	Falconiformes	Chordata	4-6.5 mln	Least Concern (LC)	Decreasing	Falco tinnunculus	89.48 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	144 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/turmfalke-falco-tinnunculus-uitkerkse-polders-belgien-2.jpg	136-314 g	4.8-11.08 oz	0.3-0.69 pounds	65-82 cm
Aves						Falconidae	" The Peregrine falcon is the world's most widespread raptor, and one of the most widely found bird species."	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Peregrine-Falcon.jpg	50-60 cm	13.39-22.83 inches	Neognathae	Animalia	34-58 cm	19-25 yrs	Peregrine Falcon	Falconiformes	Chordata	100-500 thou	Least Concern (LC)	Stable	Falco peregrinus	241.71 miles/hr	Neornithes	Buteoninae	Licmetis	Alcedini	Neoaves	389 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/peregrine-falcon-2.jpg	"330-1,500 g"	11.64-52.91 oz	0.73-3.31 pounds	74-120 cm
Aves						Falconidae	" The specific part of the scientific name, cherrug, comes from the Sindhi name charg for a female saker. The common name saker comes from the (Arabic: ØµÙ‚Ø±â€Ž, romanized: á¹¢aqr) and means ""falcon""."	Falco	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Saker-Falcon.jpg	60 cm	18.5-21.65 inches	Neognathae	Animalia	47-55 cm	10-25 yrs	Saker Falcon	Falconiformes	Chordata	12-30 thou	Endangered (EN)	Decreasing	Falco cherrug	200.08 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	322 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/1FA6LIxHQ8kYNfX1jdUV.jpg	"730-1,300 g"	25.75-45.86 oz	1.61-2.87 pounds	105-129 cm
Aves						Falconidae	Crested caracaras sometimes follow trains or cars to collect food that falls from them.	Caracara	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Crested-Caracara.jpg	1.5-1.8 m	19.29-22.83 inches	Neognathae	Animalia	49-58 cm	18-30 yrs	Crested Caracara	Falconiformes	Chordata	"5,3 Mln"	Least Concern (LC)	Increasing	Caracara cheriway	40.39 miles/hr	Neornithes	Cerylinae		Alcedini	Neoaves	65 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/crested-caracara.jpg	"800-1,355 g"	28.22-47.8 oz	1.76-2.99 pounds	107-130 cm
Aves						Fregatidae	" Magnificent frigatebirds spend days and night on the wing, with an average ground speed of 10 km/h (6.2 mph), covering up to 223 km (139 mi) before landing. The only other bird known to spend days and nights on the wing is the Common swift."	Fregata	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Magnificent-Frigatebird.jpg	60 cm	35.04-44.88 inches	Neognathae	Animalia	89-114 cm	15-25 yrs	Magnificent Frigatebird	Suliformes	Chordata	100-500 thou	Least Concern (LC)	Increasing	Fregata magnificens	9.32 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	15 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/5coaUBHXQoQwHzR8DXYe.jpg	1-1.6 kg	35.27-56.44 oz	2.2-3.53 pounds	217-244 cm
Aves						Fringillidae	" The American goldfinch is the state bird of Iowa and New Jersey, where it is called the ""Eastern Goldfinch"", and Washington, where it is called the ""Willow Goldfinch"". It was chosen by schoolchildren in Washington in 1951."	Spinus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/American-Goldfinch.jpg	60 cm	4.33-5.51 inches	Neognathae	Animalia	11-14 cm	3-11 yrs	American Goldfinch	Passeriformes	Chordata	24-42 mln	Least Concern (LC)	Increasing	Spinus tristis	34.8 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	56 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/american-goldfinch-5.jpg	11-20 g	0.39-0.71 oz	0.02-0.04 pounds	19-22 cm
Aves						Fringillidae	" The closest relatives of European goldfinches are the greenfinches, crossbills, and redpolls."	Carduelis	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/European-Goldfinch.jpg	60 cm	4.72-5.12 inches	Neognathae	Animalia	12-13 cm	10 yrs	European Goldfinch	Passeriformes	Chordata	101-155 mln	Least Concern (LC)	Decreasing	Carduelis carduelis	43.5 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	70 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/jilguero-europeo-carduelis-carduelis.jpg	14-19 g	0.49-0.67 oz	0.03-0.04 pounds	21-25 cm
Aves						Fringillidae	"The bills of Red crossbills can cross either way, dictating the direction the bird will spiral up the cone."	Loxia	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Red-Crossbill.jpg	50-70 cm	5.51-6.3 inches	Neognathae	Animalia	14-16 cm	8 yrs	Red Crossbill	Passeriformes	Chordata	90-180 Mln	Least Concern (LC)	Stable	Loxia curvirostra	83.89 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	135 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/qMpFPc5377gGBhdFkpqh.jpg	31-42 g	1.09-1.48 oz	0.07-0.09 pounds	25-27 cm
Aves						Fringillidae	"The tail of the Short-tailed albatross, despite their common name, is as long as that of the Laysan and Black-footed albatrosses, and is longer than that of the other species of the Phoebastria genus."	Spinus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Pine-Siskin.jpg	50-60 cm	4.33-5.51 inches	Neognathae	Animalia	11-14 cm	3 yrs	Pine Siskin	Passeriformes	Chordata	40 Mln	Least Concern (LC)	Stable	Spinus pinus	50.02 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	80.5 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/short-tailed-albatross-midway-2012-12-29at16-14-04.jpg	12-18 g	0.42-0.63 oz	0.03-0.04 pounds	215-230 cm
Aves						Gruidae	"A Grey crowned crane has long hind toes that enable it to roost in trees, one of only two species of crane that can do this, the other being the Black crowned crane."	Balearica	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Grey-Crowned-Crane.jpg	100-110 cm	70.87-78.74 inches	Neognathae	Animalia	180-200 cm	22-25 yrs	Grey Crowned Crane	Gruiformes	Chordata	26.5-50 Thou	Endangered (EN)	Decreasing	Balearica regulorum	39.77 miles/hr	Neornithes	Aegypiinae		Alcedini	Neoaves	64 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/grey-crowned-crane-11.jpg	3-4 kg	105.82-141.1 oz	6.61-8.82 pounds	105-135 cm
Aves						Gruidae	"Korean New Year celebrations use the White-naped crane as a symbol, and it is featured in folklore and art."	Antigone	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/White-Naped-Crane.jpg	130 cm	44.09-49.21 inches	Neognathae	Animalia	112-125 cm	45 yrs	White-Naped Crane	Gruiformes	Chordata	"6,250-6,750"	Vulnerable (VU)	Decreasing	Antigone vipio	40.39 miles/hr	Neornithes	Cerylinae	Zanda	Alcedini	Neoaves	65 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/white-naped-cranes-hokkaido-japan-s4e2263.jpg	5.6 kg	197.53 oz	12.35 pounds	200-210 cm
Aves						Gruidae	"Mated pairs of these cranes take part in unison calling, a complex and protracted series of coordinated calls. The cranes take up a specific posture, typically with heads thrown back and bills skyward during the display. Males always lift up their wings over their backs during the unison calling, while females keep their wings folded at their sides. The male initiates this display and produces one call for each responding female call."	Grus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Blue-Crane.jpg	100-120 cm	29.92-35.04 inches	Neognathae	Animalia	76-89 cm	20-30 yrs	Blue Crane	Gruiformes	Chordata	"over 25,555"	Vulnerable (VU)	Stable	Grus paradisea	3.73-5.59 miles/hr	Neornithes	Aegypiinae			Neoaves	6-9 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/KHXsdcjYRzexgoV2UF0X.jpg	3.6-6.2 kg	126.99-218.7 oz	7.94-13.67 pounds	180-200 cm
Aves						Gruidae	"Sandhill cranes are well known for their skills in dancing. Courting cranes will stretch their wings, bob their heads up and down, bow, and jump into the air, doing an energetic and graceful dance."	Antigone	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Sandhill-Crane.jpg	80-122 cm	27.76 inches	Neognathae	Animalia	70.5 cm	21 yrs	Sandhill Crane	Gruiformes	Chordata	"6,50,000"	Least Concern (LC)	Increasing	Grus canadensis	34.8 miles/hr	Neornithes	Cerylinae		Alcedini	Neoaves	56 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/sandhill-crane-3.jpg	2.7-6.7 kg	95.24-236.34 oz	5.95-14.77 pounds	1.6-2.3 m
Aves						Gruidae	"Sarus cranes utter loud, high-pitched calls. In courtship displays, the female gives two calls while the male gives only one."	Antigone	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Sarus-Crane.jpg	180 cm	9.25-11.42 inches	Neognathae	Animalia	23.5-29 cm	30-40 yrs	Sarus Crane	Gruiformes	Chordata	"19-21,8 Thou"	Vulnerable (VU)	Decreasing	Grus antigone	34.8 miles/hr	Neornithes	0	0	0	Neoaves	56 km/h	0	http://animalia.bio//uploads/animals/photos/full/1.25x1/-15i2279-sarus-crane.jpg	6.8-7.8 kg	239.86-275.14 oz	14.99-17.2 pounds	220-250 cm
Aves						Gruidae	"Siberian cranes are born with beautiful little blue eyes. After about six months, they change to a light yellow color."	Leucogeranus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Siberian-Crane.jpg	140 cm	45.28-50.0 inches	Neognathae	Animalia	115-127 cm	15-30 yrs	Siberian Crane	Gruiformes	Chordata	"3,500-4,000"	Critically Endangered (CR)	Decreasing	Leucogeranus leucogeranus	34.8 miles/hr	Neornithes	Aegypiinae			Neoaves	56 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/siberian-crane.jpg	4.9-8.6 kg	172.84-303.36 oz	10.8-18.96 pounds	210-230 cm
Aves						Gruidae	"The Black crowned crane's call is a low-pitched, loud honk: ""wonk"" or ""ka-wonk"". It calls when flying and during a courtship display."	Balearica	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Black-Crowned-Crane.jpg	1 m	14.96-16.93 inches	Neognathae	Animalia	38-43 cm	22-25 yrs	Black Crowned Crane	Gruiformes	Chordata	43-70 Thou	Vulnerable (VU)	Decreasing	Balearica pavonina	24.85 miles/hr	Neornithes	Aegypiinae		Alcedini	Neoaves	40 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/black-crowned-crane-northern-serengeti-tanzania.jpg	3.6 kg	126.99 oz	7.94 pounds	1.9 m
Aves						Gruidae	The French Queen Marie Antoinette named this bird for its delicate appearance.	Grus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Demoiselle-Crane.jpg	76 cm	33.46-39.37 inches	Neognathae	Animalia	85-100 cm	25-65 yrs	Demoiselle Crane	Gruiformes	Chordata	230-261 Thou	Least Concern (LC)	Increasing	Grus virgo	36.66 miles/hr	Neornithes	Aegypiinae		Alcedini	Neoaves	59 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/demioselle-crane-africa-alive-suffolk.jpg	2-3 kg	70.55-105.82 oz	4.41-6.61 pounds	155-180 cm
Aves						Gruidae	"The whooping crane has a smooth and stately gait, while its courtship dance is a display of leaping, kicking, wing-sweeping and head pumping."	Grus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Whooping-Crane.jpg	1.5 m	22.83-33.46 inches	Neognathae	Animalia	58-85 cm	22-40 yrs	Whooping Crane	Gruiformes	Chordata	603	Endangered (EN)	Increasing	Grus americana	49.71 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	80 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/mother-and-son-whooping-cranes-visit-aransas.jpg	6-7 kg	211.64-246.92 oz	13.23-15.43 pounds	2.3 m
Aves						Gruidae	These birds often put their whole head under water when feeding.	Grus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Wattled-Crane.jpg	175 cm	47.24 inches	Neognathae	Animalia	120 cm	20-30 yrs	Wattled Crane	Gruiformes	Chordata	"7,700"	Vulnerable (VU)	Decreasing	Grus carunculata	55.92 miles/hr	Neornithes	Anserinae	Zanda	Alcedini	Neoaves	90 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/wattled-crane-bugeranus-carunculatus.jpg	6.4-9 kg	225.75-317.47 oz	14.11-19.84 pounds	230-260 cm
Aves						Gruidae	"Though the species has the name Red-crowned crane, it does not, in fact, belong to the crowned crane family but to the species of typical crane."	Grus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Red-Crowned-Crane.jpg	150-158 cm	39.76-59.06 inches	Neognathae	Animalia	101-150 cm	30-70 yrs	Red-Crowned Crane	Gruiformes	Chordata	"3,050"	Endangered (EN)	Decreasing	Grus japonensis	39.77 miles/hr	Neornithes	Buteoninae		Alcedini	Neoaves	64 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/japanese-cranes-cawing.jpg	4.8-10.5 kg	169.32-370.38 oz	10.58-23.15 pounds	1.8-2.4 m
Aves						Gruidae	"When brolga babies are threatened, they hide and keep quiet while the parent performs a broken-wing display to lure the predator away."	Antigone	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Brogla.jpg	0.7-1.3 m	22.83-33.46 inches	Neognathae	Animalia	58-85 cm	33 yrs	Brogla	Gruiformes	Chordata	603	Least Concern (LC)	Decreasing	Grus rubicunda	50.95 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	82 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/brolga-grus-rubicunda-5.jpg	3.7-8.7 kg	130.51-306.88 oz	8.16-19.18 pounds	1.7-2.4 m
Aves						Icteridae	" Common grackles are known to practice ""anting"" behavior; they rub insects on their feathers possibly to apply liquids such as formic acid secreted by the insects in order to get rid of parasites."	Quiscalus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Common-Grackle.jpg	60 cm	11.02-13.39 inches	Neognathae	Animalia	28-34 cm	22 yrs	Common Grackle	Passeriformes	Chordata	69 mln	Near Threatened (NT)	Decreasing	Quiscalus quiscula	29.83 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	48 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/common-grackle-central-park.jpg	74-142 g	2.61-5.01 oz	0.16-0.31 pounds	36-46 cm
Aves						Icteridae	"Although named a ""cowbird,"" this species does not look like a cow but got its name because it followed herds of bison on North Americaâ€™s Great Plains, eating insects kicked up by the cattle."	Molothrus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Brown-Headed-Cowbird.jpg	50-60 cm	6.3-8.66 inches	Neognathae	Animalia	16-22 cm	16 yrs	Brown-Headed Cowbird	Passeriformes	Chordata	Unknown	Least Concern (LC)	Decreasing	Molothrus ater	39.77 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	64 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/brown-headed-cowbird-23.jpg	38-50 g	1.34-1.76 oz	0.08-0.11 pounds	32-38 cm
Aves						Icteridae	"Bobolinks travel about a 12,500-mile round-trip each year, being amongst the longest migrations undertaken by any songbird from the New World. To navigate across this vast distance, it is thought that they use the Earthâ€™s magnetic field and the positions of the stars."	Dolichonyx	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Bobolink.jpg	50-70 cm	5.91-8.27 inches	Neognathae	Animalia	15-21 cm	4-9 yrs	Bobolink	Passeriformes	Chordata	11 Mln	Least Concern (LC)	Decreasing	Dolichonyx oryzivorus	83.89 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	135 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/img-5002.jpg	29-56 g	1.02-1.98 oz	0.06-0.12 pounds	27 cm
Aves						Icteridae	"In 1825, a nephew of Napoleon Bonaparte, Charles Lucien Bonaparte, first described the Yellow-headed blackbird, a specimen of which had been collected by Sir John Richardson and Thomas Say in 1820."	Xanthocephalus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Yellow-Headed-Blackbird.jpg	60-90 cm	8.27-10.24 inches	Neognathae	Animalia	21-26 cm	10-11.8 yrs	Yellow-Headed Blackbird	Passeriformes	Chordata	1 Mln	Least Concern (LC)	Increasing	Xanthocephalus xanthocephalus	33.55 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	54 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/yellow-headed-blackbird-7.jpg	44-100 g	1.55-3.53 oz	0.1-0.22 pounds	42-44 cm
Aves						Icteridae	"Red-winged blackbirds use their beaks to open a seed, catch a fly, spear a beetle or crack open an acorn."	Agelaius	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Red-Winged-Blackbird.jpg	50-60 cm	6.69-9.06 inches	Neognathae	Animalia	17-23 cm	2-16 yrs	Red-Winged Blackbird	Passeriformes	Chordata	"85,000"	Least Concern (LC)	Decreasing	Agelaius phoeniceus	29.83 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	48 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/img-0662-53jpg.jpg	32-77 g	1.13-2.72 oz	0.07-0.17 pounds	31-40 cm
Aves						Icteridae	"This species was first described by Carolus Linnaeus, in 1758, a Swedish physician, botanist and zoologist."	Icteria	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Yellow-Breasted-Chat.jpg	1.5-1.8 m	6.69-7.48 inches	Neognathae	Animalia	17-19 cm	8.9 yrs	Yellow-Breasted Chat	Passeriformes	Chordata	4-9.8 Mln	Least Concern (LC)	Stable	Icteria virens	31.69 miles/hr	Neornithes	Cerylinae		Alcedini	Neoaves	51 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/yellow-breasted-chat-singing.jpg	20-34 g	0.71-1.2 oz	0.04-0.07 pounds	23-27 cm
Aves						Laridae	" The genus name the Black-headed gull Chroicocephalus comes from Ancient Greek khroizo - ""to colour"", and kephale - ""head""."	Chroicocephalus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Black-Headed-Gull.jpg	60 cm	14.96-17.32 inches	Neognathae	Animalia	38-44 cm	32 yrs	Black-Headed Gull	Charadriiformes	Chordata	4.8-8.9 mln	Least Concern (LC)	Decreasing	Chroicocephalus ridibundus	49.71 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	80 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/skrattms-black-headed-gull-7.jpg	190-400 g	6.7-14.11 oz	0.42-0.88 pounds	94-105 cm
Aves						Laridae	"A ""ternery"" is the word used for a group of terns, or they may be called a ""U"" of terns."	Chlidonias	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Black-Tern.jpg	50-60 cm	9.06-11.02 inches	Neognathae	Animalia	23-28 cm	17 yrs	Black Tern	Charadriiformes	Chordata	100-500 thou	Least Concern (LC)	Decreasing	Chlidonias niger	39.77 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	64 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/black-tern-13.jpg	60-74 g	2.12-2.61 oz	0.13-0.16 pounds	57-65 cm
Aves						Laridae	"A Royal tern defecates directly onto the rim of its nest, perhaps to reinforce it against flooding, as in a few weeks, the rim of the nest hardens."	Thalasseus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Royal-Tern.jpg	60-68 cm	17.72-19.69 inches	Neognathae	Animalia	45-50 cm	17 yrs	Royal Tern	Charadriiformes	Chordata	2-3 Mln	Least Concern (LC)	Stable	Thalasseus maximus	18.64 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	30 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/royal-tern-15.jpg	350-450 g	12.35-15.87 oz	0.77-0.99 pounds	125-135 cm
Aves						Laridae	"Fairy tern adults and chicks, as well as eggs in nests, are camouflaged so well that you can pass by them without even knowing."	Sternula	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Fairy-Tern.jpg	100-125 cm	9.84 inches	Neognathae	Animalia	25 cm	17 yrs	Fairy Tern	Charadriiformes	Chordata	"2,500-10,000"	Vulnerable (VU)	Decreasing	Sternula nereis	24.85 miles/hr	Neornithes	Alcedininae		Alcedini	Neoaves	40 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/fairy-tern-new-zealand-fj0a9097.jpg	70 g	2.47 oz	0.15 pounds	70-80 cm
