Class	Continent1	Continent2	Country1	Country2	Country3	Family	funfact	Genus	git_url	HEIGHT	HEIGHT_IN_INCH	Infraclass	Kingdom	LENGTH	Life Span	name	Order	Phylum	Population size	POPULATION STATUS	Population Trend	SPECIES	SPEED_IN_MPH	Subclass	Subfamily	Subgenus	Suborder	Superorder	TOP SPEED	Tribe	url	WEIGHT	WEIGHT_IN_OZ	WEIGHT_IN_POUND	WINGSPAN
Aves						Spheniscidae	"In the Deep South of Antarctica, where these penguins live, the temperature occasionally drops as low as -60C. These birds are able to survive due to having large stores of body fat as well as several layers of scale-like feathers. In addition, during harsh weather condition, birds in colonies huddle together in order to preserve heat."	Aptenodytes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Emperor-Penguin.jpg	110-130 cm	29.92-35.04 inches	Neognathae	Animalia	76-89 cm	20 yrs	Emperor Penguin	Sphenisciformes	Chordata	"5,95,000"	Least Concern (LC)	Decreasing	Aptenodytes forsteri	3.73-5.59 miles/hr	Neornithes	Aegypiinae			Neoaves	6-9 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/emperor-penguins-15.jpg	22.7-45.4 kg	800.72-1601.44 oz	50.04-100.09 pounds	210-230 cm
Aves						Spheniscidae	"Instead of constructing nests, the King penguins just carry the incubating eggs and the chicks with them, on their feet."	Aptenodytes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/King-Penguin.jpg	60-90 cm	21.65-27.56 inches	Neognathae	Animalia	55-70 cm	15-20 yrs	King Penguin	Sphenisciformes	Chordata	"22,30,000"	Least Concern (LC)	Increasing	Aptenodytes patagonicus	7.46 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	12 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/king-penguinsouth-georgia.jpg	11-16 kg	388.01-564.38 oz	24.25-35.27 pounds	107-112 cm
Aves						Spheniscidae	"Snares penguins are dispersive birds. Travelling for food, they are able to migrate as far as it needs until they find a suitable foraging area. They can frequently be seen on the coasts of Stewart Island, Australia and Chatham Island, and occasionally around Tasmania."	Eudyptes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Snares-Penguin.jpg	50-70 cm	8.27-10.24 inches	Neognathae	Animalia	21-26 cm	15-20 yrs	Snares Penguin	Sphenisciformes	Chordata	"63,000"	Vulnerable (VU)	Stable	Eudyptes robustus	14.91 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	24 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/afirstdays0020.jpg	2.5-4 kg	88.18-141.1 oz	5.51-8.82 pounds	42-44 cm
Aves						Spheniscidae	"The scientific name of this species is ""Eudyptes schlegeli"" as a commemoration of German zoologist Herman Schlegel."	Eudyptes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Royal-Penguin.jpg	65-76 cm	8.66-9.45 inches	Neognathae	Animalia	22-24 cm	15-20 yrs	Royal Penguin	Sphenisciformes	Chordata	Unknown	Near Threatened (NT)	Stable	Eudyptes schlegeli	18.64 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	30 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/royal-penguins.jpg	3-8 kg	105.82-282.19 oz	6.61-17.64 pounds	48-53 cm
Aves						Spheniscidae	"The species is named after Alexander Von Humboldt, a German scientist, who explored South America, Cuba and Mexico in 1799."	Spheniscus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Humboldt-Penguin.jpg	60-68 cm	8.27-10.24 inches	Neognathae	Animalia	21-26 cm	15-30 yrs	Humboldt Penguin	Sphenisciformes	Chordata	44-53 Thou	Vulnerable (VU)	Increasing	Spheniscus humboldti	19.88 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	32 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/humboldt-penguins-5.jpg	2-5 kg	70.55-176.37 oz	4.41-11.02 pounds	42-44 cm
Aves						Spheniscidae	"The species is named after Philip Lutley Sclater, an English zoologist."	Eudyptes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Erect-Crested-Penguin.jpg	50-70 cm	11.02-12.99 inches	Neognathae	Animalia	28-33 cm	15-20 yrs	Erect-Crested Penguin	Sphenisciformes	Chordata	"1,50,000"	Endangered (EN)	Decreasing	Eudyptes sclateri	22.37 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	36 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/20070102-nzdf-r1054358-029jpg.jpg	2.5-6 kg	88.18-211.64 oz	5.51-13.23 pounds	160â€“183 cm
Aves						Spheniscidae	"These animals are extremely shy. They spend most of the day, hiding in their burrows. During the breeding season, they hide in their nest burrows. In addition, when returning in the evening from their foraging trips, they hastily run, hiding in a temporary underground cover, where they can rest."	Eudyptula	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Little-Blue-Penguin.jpg	30-33 cm	18.11 inches	Neognathae	Animalia	46 cm	10-20 yrs	Little Blue Penguin	Sphenisciformes	Chordata	below 1 Mln	Least Concern (LC)	Stable	Eudyptula minor	1.55 miles/hr	Neornithes	Aegypiinae			Neoaves	2.5 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/fairy-penguintaronga-zoo-sydney-australia.jpg	1-3 kg	35.27-105.82 oz	2.2-6.61 pounds	1.8-2.3 m
Aves						Spheniscidae	"These animals demonstrate behavioral adaptations to high temperatures. To cool off, they usually extend their flippers upward, thus exposing more area of their body surface to a breeze. During hot days, these penguins pant like dogs. They also lose the feathers around their eyes, which grow back, when the temperature goes down."	Spheniscus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Magellanic-Penguin.jpg	61-76 cm	10.24-11.81 inches	Neognathae	Animalia	26-30 cm	25 yrs	Magellanic Penguin	Sphenisciformes	Chordata	1.1-1.6 Mln	Near Threatened (NT)	Decreasing	Spheniscus magellanicus	14.91 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	24 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/penguin-waddle.jpg	2.7-6.5 kg	95.24-229.28 oz	5.95-14.33 pounds	38-43 cm
Aves						Spheniscidae	"This penguin is sometimes called a ""Stonebreaker Penguin"", not because it uses collects stones when building the nest, but due to emitting a loud screech, which is so shrill that could even break stones."	Pygoscelis	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Chinstrap-Penguin.jpg	60-68 cm	8.66-9.45 inches	Neognathae	Animalia	22-24 cm	15-20 yrs	Chinstrap Penguin	Sphenisciformes	Chordata	8 Mln	Least Concern (LC)	Decreasing	Pygoscelis antarcticus	19.88 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	32 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/chinstrap-penguins-of-deception-island.jpg	3-6 kg	105.82-211.64 oz	6.61-13.23 pounds	48-53 cm
Aves						Spheniscidae	"Unlike other penguin species, the yellow-eyed penguin has semi-musical voice."	Megadyptes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Yellow-Eyed-Penguin.jpg	62-79 cm	8.27-10.24 inches	Neognathae	Animalia	21-26 cm	22 yrs	Yellow-Eyed Penguin	Sphenisciformes	Chordata	"3,400"	Endangered (EN)	Decreasing	Megadyptes antipodes	3.73 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	6 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/yellow-eyed-penguin-otago-peninsula.jpg	5.5-8 kg	194.01-282.19 oz	12.13-17.64 pounds	42-44 cm
Aves						Spheniscidae	"When on land, the penguins move around by hopping. In addition, these agile animals easily climb up rocky cliffs to get to their colonies."	Eudyptes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Macaroni-Penguin.jpg	60-70 cm	20.87-27.17 inches	Neognathae	Animalia	53-69 cm	15-20 yrs	Macaroni Penguin	Sphenisciformes	Chordata	6.3 Mln	Vulnerable (VU)	Decreasing	Eudyptes chrysolophus	21.75 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	35 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/macaroni-penguin.jpg	3-6.4 kg	105.82-225.75 oz	6.61-14.11 pounds	80-100 cm
Aves						Spheniscidae	"When the animal dives deep into the water, the heartbeat of the penguin drops sharply from 80-100 beats per minute (bpm) to 20 bpm."	Pygoscelis	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Gentoo-Penguin.jpg	51-90 cm	11.02-12.99 inches	Neognathae	Animalia	28-33 cm	15-20 yrs	Gentoo Penguin	Sphenisciformes	Chordata	"7,74,000"	Least Concern (LC)	Stable	Pygoscelis papua	22.37 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	36 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/antarctica-2013-journey-to-the-crystal-desert.jpg	4-8 kg	141.1-282.19 oz	8.82-17.64 pounds	160â€“183 cm
Aves						Spheniscidae	"When the chick hatches, the male cares for the offspring, whereas the female makes foraging trips to feed the hatchling. In a case if the female doesn't return from the trip, the male uses ""penguin's milk"", which he produces from his digestive system, feeding his offspring through regurgitation."	Eudyptes	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Rockhopper-Penguin.jpg	45-58 cm	16.14-19.69 inches	Neognathae	Animalia	41-50 cm	10 yrs	Rockhopper Penguin	Sphenisciformes	Chordata	Unknown	Least Concern (LC)	Decreasing	Eudyptes (chrysocome)	14.91 miles/hr	Neornithes	Cerylinae		Alcedini	Neoaves	24 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/northern-rockhopper-penguin-on-nightingale-island.jpg	2-3.4 kg	70.55-119.93 oz	4.41-7.5 pounds	52-68 cm
Aves						Strigidae	" Owls have 14 bones in their necks; this allows the birds to rotate their necks 270 degrees. In comparison, humans have only 7."	Bubo	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Spotted-Eagle-Owl.jpg	60 cm	17.72 inches	Neognathae	Animalia	45 cm	10-20 yrs	Spotted Eagle-Owl	Strigiformes	Chordata	Unknown	Least Concern (LC)	Stable	Bubo africanus	43.5 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	70 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/spotted-eagle-owl-bubo-africanus-at-dullstroom-bird-of-prey-and-rehabilitation-centre-captive-tame-flown-6.jpg	454-907 g	16.01-31.99 oz	1.0-2.0 pounds	100-140 cm
Aves						Strigidae	" The flight of Eurasian eagle-owls is strong, direct, usually consisting of shallow wing beats and long, surprisingly fast glides. They may, unusually for owls, also soar on updrafts on rare occasions."	Bubo	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Eurasian-Eagle-Owl.jpg	50-60 cm	22.05-29.53 inches	Neognathae	Animalia	56-75 cm	20-60 yrs	Eurasian Eagle-Owl	Strigiformes	Chordata	100-500 thou	Least Concern (LC)	Decreasing	Bubo bubo	39.77 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	64 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/eurasian-eagle-owl-7.jpg	1.2-4.6 kg	42.33-162.26 oz	2.65-10.14 pounds	131-188 cm
Aves						Strigidae	"In poor lighting conditions, they are capable of seeing about 35 times better than humans."	Bubo	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Great-Horned-Owl.jpg	1.5-1.8 m	16.93-25.2 inches	Neognathae	Animalia	43-64 cm	13-35 yrs	Great Horned Owl	Strigiformes	Chordata	"5,3 Mln"	Least Concern (LC)	Stable	Bubo virginianus	40.39 miles/hr	Neornithes	Cerylinae		Alcedini	Neoaves	65 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/img-1800-20jpg.jpg	1224-1608 g	43.18-56.72 oz	2.7-3.55 pounds	91-153 cm
Aves						Struthionidae	The ostrich is unique amongst birds in having two toes on each of its feet. All other birds possess three or four toes.	Struthio	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Ostrich.jpg	1.7-2.8 m	20.87-27.17 inches	Neognathae	Animalia	53-69 cm	40-50 yrs	Ostrich	Struthioniformes	Chordata	2 Mln	Least Concern (LC)	Decreasing	Struthio camelus	43.5 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	70 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/ostrich-m.jpg	63-145 kg	2222.26-5114.73 oz	138.89-319.67 pounds	35.6 cm
Aves						Sulidae	" The gannets appeared about 30 million years ago. Word 'gannet' is derived from Old English ganot, meaning ""strong or masculine""."	Morus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Northern-Gannet.jpg	60 cm	34.25-39.37 inches	Neognathae	Animalia	87-100 cm	17-37 yrs	Northern Gannet	Suliformes	Chordata	1.5-1.8 mln	Least Concern (LC)	Increasing	Morus bassanus	40.39 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	65 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/northern-gannet-morus-bassanus-bempton-cliffs-east-yorkshire-28-06-16.jpg	2-3.6 kg	70.55-126.99 oz	4.41-7.94 pounds	170-180 cm
Aves						Thraupidae	"These birds can easily be confused with the Yellow-billed cardinal or the Red-cowled cardinal, although neither of these species has the distinctive red crest, and the former clearly has a yellow bill."	Paroaria	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Red-Crested-Cardinal.jpg	76-86 cm	7.48 inches	Neognathae	Animalia	19 cm	15 yrs	Red-Crested Cardinal	Passeriformes	Chordata	Unknown	Least Concern (LC)	Stable	Paroaria coronata	16.78 miles/hr	Neornithes	Aegypiinae			Neoaves	27 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/0i7a1643jpg.jpg	30-35 g	1.06-1.23 oz	0.07-0.08 pounds	25-32 cm
Aves						Threskiornithidae	 The Australian white ibis is known as mardungurra among the Yindjibarndi people of the central and western Pilbara (a large region in the north of Western Australia).	Threskiornis	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Australian-White-Ibis.jpg	60 cm	25.59-29.53 inches	Neognathae	Animalia	65-75 cm	28 yrs	Australian White Ibis	Pelecaniformes	Chordata	Unknown	Least Concern (LC)	Stable	Threskiornis molucca	129.87 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	209 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/white-ibis-nesting.jpg	1.4-2.5 kg	49.38-88.18 oz	3.09-5.51 pounds	110-125 cm
Aves						Trochilidae	" As its name suggests, the Beed hummingbird is scarcely larger than a bee. During the flight, it makes a buzzy noise, similar to a bumblebee."	Mellisuga	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Bee-Hummingbird.jpg	60 cm	1.97-2.36 inches	Neognathae	Animalia	5-6 cm	7-10 yrs	Bee Hummingbird	Apodiformes	Chordata	Unknown	Near Threatened (NT)	Decreasing	Mellisuga helenae	29.83 miles/hr	Neornithes	Carduelinae	Licmetis	Alcedini	Neoaves	48 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/6T0QZRxMPCqMVc3fub05.jpg	1.6-2 g	0.06-0.07 oz	0.0-0.0 pounds	3.3 cm
Aves						Turdidae	"The Common blackbird makes several different calls, depending on the situation. When disturbed, it gives a low, slowly repeated â€œtchucâ€, and when alarmed, it utters a shrill â€œtink-tink-tinkâ€ repeated quickly, which may become hysterical when it is faced with a dangerous predator."	Turdus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Common-Blackbird.jpg		9.25-11.42 inches		Animalia	23.5-29 cm	2.4-21 yrs	Common Blackbird	Passeriformes	Chordata	162-492 Mln	Least Concern (LC)	Increasing	Turdus merula	44.74 miles/hr		0	0	0		72 km/h	0	http://animalia.bio//uploads/animals/photos/full/1.25x1/merel.jpg	80-125 g	2.82-4.41 oz	0.18-0.28 pounds	
Aves						Turdidae	The state bird of both Idaho and Nevada is the Mountain bluebird.	Sialia	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Mountain-Bluebird.jpg	150-158 cm	5.91-7.87 inches	Neognathae	Animalia	15-20 cm	6-9 yrs	Mountain Bluebird	Passeriformes	Chordata	"3,050"	Least Concern (LC)	Increasing	Sialia currucoides	39.77 miles/hr	Neornithes	Buteoninae		Alcedini	Neoaves	64 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/mountain-bluebird-1.jpg	27-34 g	0.95-1.2 oz	0.06-0.07 pounds	25-32 cm
Aves						Turdidae	This species is the official state bird for Missouri and New York in the USA.	Sialia	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Eastern-Bluebird.jpg	76-86 cm	6.3-8.27 inches	Neognathae	Animalia	16-21 cm	6-10.6 yrs	Eastern Bluebird	Passeriformes	Chordata	"6,500"	Least Concern (LC)	Increasing	Sialia sialis	16.78 miles/hr	Neornithes	Aegypiinae			Neoaves	27 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/eastern-bluebird-14.jpg	27-34 g	0.95-1.2 oz	0.06-0.07 pounds	25-32 cm
Aves						Turdidae	"Western bluebirds use a range of calls to communicate. They make a mellow â€œfewâ€, which extends in brief song to â€œfew few faweeâ€. The â€œfewâ€ or â€œkewâ€ call, and the â€œche-checkâ€ calls are for location between mates during the breeding season. The defense call when there is an intruder, is a kind of â€œsquawkâ€ uttered by the male."	Sialia	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Western-Bluebird.jpg	1.5-1.8 m	6.3-7.48 inches	Neognathae	Animalia	16-19 cm	4 yrs	Western Bluebird	Passeriformes	Chordata	6.7 Mln	Least Concern (LC)	Increasing	Sialia mexicana	31.07 miles/hr	Neornithes	Cerylinae		Alcedini	Neoaves	50 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/western-bluebird-f-1.jpg	23-31 g	0.81-1.09 oz	0.05-0.07 pounds	30-33 cm
Aves	Africa					Accipitridae	The African fish eagle is the national bird of Namibia and Zambia.	Haliaeetus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/African-Fish-Eagle.jpg	50-60 cm	24.8-29.53 inches	Neognathae	Animalia	63-75 cm	12-40 yrs	African Fish Eagle	Accipitriformes	Chordata	"3,00,000"	Least Concern (LC)	Stable	Haliaeetus vocifer	48.47 miles/hr	Neornithes	Buteoninae	Licmetis	Alcedini	Neoaves	78 km/h	Caracarini	http://animalia.bio//uploads/animals/photos/full/1.25x1/yKqp2O9wz8m1v7OPCN6S.jpg	2-3.6 kg	70.55-126.99 oz	4.41-7.94 pounds	2-2.4 m
Aves	Africa					Spheniscidae	"These birds use three main types of vocalizations: bray, yell and haw. Meanwhile, they are sometimes called ""jackass penguins"" due to braying, giving out donkey-like calls."	Spheniscus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/African-Penguin.jpg	60-68 cm	4.72-5.51 inches	Neognathae	Animalia	12-14 cm	10-15 yrs	African Penguin	Sphenisciformes	Chordata	75-80 Thou	Endangered (EN)	Decreasing	Spheniscus demersus	12.43 miles/hr	Neornithes	Alcedininae		Alcedini	Neoaves	20 km/h		http://animalia.bio//uploads/animals/photos/full/1.25x1/img-9151.jpg	2-5 kg	70.55-176.37 oz	4.41-11.02 pounds	21-23 cm
Aves	Africa		Angola	Benin	Botswana	Sagittariidae	" It is suggested that the name of this unusual bird, secretary/secrÃ©taire, had been chosen because of the long quill-like feathers at the top of its neck - a reminiscent of a quill pen behind the ear of an ancient scribe."	Sagittarius	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Secretarybird.jpg	1.3 m	44.09-59.06 inches	Neognathae	Animalia	112-150 cm	10-19 yrs	Secretarybird	Accipitriformes	Chordata	"6,700-67,000"	Vulnerable (VU)	Decreasing	Sagittarius serpentarius	47.85 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	77 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/secretarybird-northern-serengeti-tanzania.jpg	3.7-4 kg	130.51-141.1 oz	8.16-8.82 pounds	191-215 cm
Aves	Africa		Angola	Benin	Burundi	Musophagidae	" Great blue turacos belong to the bird family Musophagidae (literally ""banana-eaters""), which includes plantain-eaters and go-away-birds. In southern Africa, both turacos and go-away-birds are commonly known as loeries."	Corythaeola	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Great-Blue-Turaco.jpg	1.3 m	27.56-29.92 inches	Neognathae	Animalia	70-76 cm	30 yrs	Great Blue Turaco	Musophagiformes	Chordata	Unknown	Least Concern (LC)	Stable	Corythaeola cristata	68.97 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	111 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/	"800-1,231 g"	28.22-43.42 oz	1.76-2.71 pounds	38-40 cm
Aves	Africa		Angola	Botswana	Burundi	Bucorvidae	" Southern ground hornbills are a culturally pervasive and important species in southern Africa. Kruger National Park, located within South Africa, lists Southern ground hornbills as one of their â€˜Big Sixâ€™ bird species."	Bucorvus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Southern-Ground-Hornbil.jpg	40-72 cm	35.43-50.79 inches	Neognathae	Animalia	90-129 cm	50-70 yrs	Southern Ground Hornbil	Bucerotiformes	Chordata	"1,500"	Vulnerable (VU)	Decreasing	Bucorvus leadbeateri	18.64 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	30 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/Z3s7idK6PkilSzG7JkSO.jpg	2-6 kg	70.55-211.64 oz	4.41-13.23 pounds	1.2-1.8 m
Aves	Africa		Angola	Botswana	Burundi	Coraciidae	" Lilac-breasted rollers get their name from their impressive courtship flight. During the breeding season, the male rises to a fair height of 69-144 meters (226-472 ft) and then descends in acrobatic swoops and dives, while uttering harsh, discordant cries."	Coracias	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Lilac-Breasted-Roller.jpg	25-30 cm	14.17-14.96 inches	Neognathae	Animalia	36-38 cm	10 yrs	Lilac-Breasted Roller	Coraciiformes	Chordata	Unknown	Least Concern (LC)	Stable	Coracias caudatus	39.77 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	64 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/dt-180.jpg	104 g	3.67 oz	0.23 pounds	50-58 cm
Aves	Africa		Angola	Botswana	DR Congo	Charadriidae	" Blacksmith lapwings are named from their repeated metallic 'tink, tink, tink' alarm call, which sounds like a hammer striking an anvil."	Vanellus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Blacksmith-Lapwing.jpg	31 cm	15.75-24.8 inches	Neognathae	Animalia	40-63 cm	10-20 yrs	Blacksmith Lapwing	Charadriiformes	Chordata	Unknown	Least Concern (LC)	Increasing	Vanellus armatus	49.71 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	80 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/blacksmith-plover-ndutu-tanzania-0243-1.jpg	"468-1,150 g"	16.51-40.57 oz	1.03-2.54 pounds	96-125 cm
Aves	Africa		Angola	Burundi	Cameroon	Psittacidae	" African grey parrots are very smart birds. Living in the wild tropics they must learn a complex of skills. They need to learn how to differ edible food plants from toxic and how to find safe water, how to defend territory, how to avoid predators, and how to find their families if they were separated."	Psittacus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/African-Grey-Parrot.jpg	40-72 cm	9.84-14.17 inches	Neognathae	Animalia	25-36 cm	23-60 yrs	African Grey Parrot	Psittaciformes	Chordata	"560,000-12M"	Endangered (EN)	Decreasing	Psittacus erithacus	24.85 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	40 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/african-grey-parrot-4.jpg	400-490 g	14.11-17.28 oz	0.88-1.08 pounds	46-52 cm
Aves	Africa		Benin	Burkina Faso	Cameroon	Psittacidae	 Hand-reared Senegal parrots are one of the most popular parrots to be kept as pets. They make for a good companion and are quite friendly compared to other parrot species.	Poicephalus	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Senegal-Parrot.jpg	90 cm	7.87-9.84 inches	Neognathae	Animalia	20-25 cm	25-50 yrs	Senegal Parrot	Psittaciformes	Chordata	Unknown	Least Concern (LC)	Decreasing	Poicephalus senegalus	40.39 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	65 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/b4UjIKD461ASwuaFw7di.jpg	120-170 g	4.23-6.0 oz	0.26-0.37 pounds	120-135 cm
Aves	Africa		Botswana	Guinea	Guinea-Bissau	Threskiornithidae	 The spoonbills have a global distribution; these birds are found on every continent except Antarctica.	Platalea	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/African-Spoonbill.jpg	90 cm	4.72-5.51 inches	Neognathae	Animalia	390-440 mm	15-30 yrs	African Spoonbill	Pelecaniformes	Chordata	"7,300-73,000"	Least Concern (LC)	Stable	Platalea alba	40.39 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	65 km/h	Arini	http://animalia.bio//uploads/animals/photos/full/1.25x1/6W9lC1dG1uF4WXo6HmWT.jpg	1.3-2 kg	45.86-70.55 oz	2.87-4.41 pounds	120-135 cm
Aves	Africa		DR Congo	Malawi	Mozambique	Hirundinidae	 Blue swallows have a musical 'bee-bee-bee-bee' call when in flight.	Hirundo	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Blue-Swallow.jpg	1.3 m	7.09-9.84 inches	Neognathae	Animalia	18-25 cm	11 yrs	Blue Swallow	Passeriformes	Chordata	"1,500-4,000"	Vulnerable (VU)	Decreasing	Hirundo atrocaerulea	47.85 miles/hr	Neornithes	Halcyoninae	Licmetis	Lari	Neoaves	77 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/T0GKkNwh6xfdZU35iNkQ.jpg	12-16 g	0.42-0.56 oz	0.03-0.04 pounds	10-12 cm
Aves	Africa		Mauritius	Brazil	Costa Rica	Columbidae	 Pigeons have an acute hearing. They can hear distant storms and even volcanoes.	Nesoenas	https://raw.githubusercontent.com/Salespointincnagpur/Bird_Images/master/Pink-Pigeon.jpg	20 cm	14.17-14.96 inches	Neognathae	Animalia	36-38 cm	10-18 yrs	Pink Pigeon	Columbiformes	Chordata	375-490	Vulnerable (VU)	Stable	Nesoenas mayeri	39.77 miles/hr	Neornithes	Halcyoninae	Licmetis	Alcedini	Neoaves	64 km/h	Psittacini	http://animalia.bio//uploads/animals/photos/full/1.25x1/pink-pigeon-1.jpg	350 g	12.35 oz	0.77 pounds	40-50 cm
